chrom,start,end,build_region_index,peak_h1:ezh2
chr9,106403000,106404000,2031861,False
chr1,101261000,101262000,83904,False
chr15,42647000,42648000,641529,False
chrX,2250000,2251000,2060878,False
chr11,78440000,78441000,342954,False
chr2,86578000,86579000,985278,False
chr14,40925000,40926000,575460,False
chr16,71601000,71602000,735219,False
chr8,93999000,94000000,1932076,False
chr1,237015000,237016000,174607,False
chrX,75950000,75951000,2098530,False
chr3,64034000,64035000,1255521,False
chr22,21824000,21825000,1180033,False
chr7,20732000,20733000,1761280,False
chr11,68188000,68189000,333793,False
chr9,19603000,19604000,1986794,False
chr19,35003000,35004000,898496,False
chrX,19433000,19434000,2071539,False
chr2,165237000,165238000,1037743,False
chr9,120969000,120970000,2043550,False
chr17,34443000,34444000,775711,False
chr1,5396000,5397000,3977,False
chr13,95667000,95668000,544835,False
chr11,71607000,71608000,336798,True
chr21,21267000,21268000,1155258,False
chr12,100106000,100107000,460954,False
chr5,58922000,58923000,1523385,False
chr4,28788000,28789000,1375010,False
chr7,26843000,26844000,1766502,False
chr6,103518000,103519000,1691735,False
chr10,59528000,59529000,227345,False
chr11,28482000,28483000,308542,False
chr12,62577000,62578000,432227,False
chr6,113576000,113577000,1700090,False
chr7,131394000,131395000,1842575,False
chr19,34487000,34488000,898092,False
chr5,69316000,69317000,1531431,False
chr17,27821000,27822000,769917,False
chr10,16828000,16829000,198076,False
chr15,35032000,35033000,635466,False
chr5,39591000,39592000,1512050,False
chr15,51793000,51794000,648616,False
chr12,112748000,112749000,471825,False
chr13,107064000,107065000,553681,False
chr7,104763000,104764000,1821991,False
chr1,59423000,59424000,51037,False
chr14,88057000,88058000,610595,False
chr7,65251000,65252000,1791783,True
chr16,22651000,22652000,708234,False
chr5,138212000,138213000,1581919,False
chr9,109172000,109173000,2034187,False
chr8,11986000,11987000,1873280,True
chr4,38902000,38903000,1380925,False
chrX,78246000,78247000,2099564,False
chr21,38953000,38954000,1168861,False
chr2,64584000,64585000,969105,False
chr15,69725000,69726000,663767,False
chr8,106073000,106074000,1942316,False
chr3,173912000,173913000,1333829,False
chr8,143656000,143657000,1971803,False
chr1,164348000,164349000,113914,False
chr3,169207000,169208000,1329790,False
chr1,62697000,62698000,53794,False
chr2,237198000,237199000,1094182,False
chr6,151727000,151728000,1729886,False
chr10,7249000,7250000,190189,False
chr6,72646000,72647000,1671653,False
chr4,133913000,133914000,1443264,False
chr12,39530000,39531000,413808,False
chr1,234180000,234181000,171960,False
chr14,99484000,99485000,620295,False
chr12,68933000,68934000,437693,True
chr5,102299000,102300000,1554998,False
chr7,90939000,90940000,1810803,False
chr7,127323000,127324000,1838852,False
chr22,40376000,40377000,1196203,False
chr20,60483000,60484000,1145950,False
chr12,10686000,10687000,394208,False
chr18,3286000,3287000,820221,False
chr16,87506000,87507000,748634,False
chr4,151357000,151358000,1455662,False
chr5,38438000,38439000,1511041,False
chr6,14778000,14779000,1628787,False
chr1,200393000,200394000,142663,False
chrX,72568000,72569000,2097063,False
chr3,120795000,120796000,1292026,False
chr7,98599000,98600000,1816863,False
chr1,115879000,115880000,94559,False
chr1,33058000,33059000,28474,False
chrX,104251000,104252000,2109184,False
chr17,15846000,15847000,764056,False
chr17,55968000,55969000,793085,False
chr13,26601000,26602000,495251,False
chr17,43369000,43370000,783095,False
chr10,118410000,118411000,274350,False
chrX,99949000,99950000,2106858,False
chr1,73886000,73887000,62436,False
chr6,31639000,31640000,1642893,False
chr2,28045000,28046000,940406,False
chr5,61654000,61655000,1525602,False
chr2,2163000,2164000,919944,False
chr17,70138000,70139000,805878,False
chr5,168776000,168777000,1605077,False
chr9,92821000,92822000,2021438,False
chr7,112722000,112723000,1828372,False
chr18,41147000,41148000,844329,False
chr18,26983000,26984000,834538,False
chr9,12857000,12858000,1981540,False
chr2,75839000,75840000,978632,False
chr11,35016000,35017000,313456,False
chr2,18253000,18254000,932445,False
chr5,37881000,37882000,1510572,False
chr17,53972000,53973000,791666,False
chr1,15563000,15564000,12648,False
chr6,40639000,40640000,1650906,False
chr5,11312000,11313000,1491299,False
chr4,71516000,71517000,1400135,False
chr15,91767000,91768000,682385,False
chr18,54524000,54525000,853765,False
chr1,5570000,5571000,4111,False
chrX,120095000,120096000,2117722,False
chr8,130433000,130434000,1961238,False
chr21,14892000,14893000,1151143,False
chr5,94618000,94619000,1549666,True
chr6,64833000,64834000,1666929,False
chr1,100309000,100310000,83075,False
chr7,72172000,72173000,1797257,False
chr2,118845000,118846000,1004442,True
chr22,28242000,28243000,1185627,False
chrX,31312000,31313000,2077848,False
chr20,22728000,22729000,1116667,False
chr7,82950000,82951000,1805357,False
chr10,96999000,97000000,257432,False
chr9,95329000,95330000,2023627,False
chr19,49564000,49565000,910966,False
chr1,243872000,243873000,179978,False
chr21,23406000,23407000,1156425,False
chr16,26491000,26492000,711310,False
chr6,69730000,69731000,1669541,False
chr5,43445000,43446000,1515054,False
chr18,30274000,30275000,836509,False
chr10,70127000,70128000,235520,False
chr9,26176000,26177000,1990857,False
chr17,20242000,20243000,767622,False
chr6,17919000,17920000,1631672,False
chr13,75664000,75665000,530821,False
chr2,122505000,122506000,1007586,False
chr3,48205000,48206000,1242511,False
chr12,78960000,78961000,445120,False
chr5,128514000,128515000,1574163,False
chr14,69093000,69094000,596473,False
chr1,10267000,10268000,8370,False
chr14,70839000,70840000,597963,False
chr13,44270000,44271000,509402,False
chr3,14343000,14344000,1216060,False
chr9,23738000,23739000,1989667,False
chr5,150419000,150420000,1592028,False
chr5,81738000,81739000,1540686,False
chr2,196240000,196241000,1061350,False
chr3,143121000,143122000,1310433,True
chr1,19948000,19949000,16505,False
chr10,96049000,96050000,256581,False
chr1,180295000,180296000,127149,False
chr9,112113000,112114000,2036725,False
chr11,70643000,70644000,336045,False
chr10,65852000,65853000,232280,False
chr1,91447000,91448000,75915,False
chr17,50803000,50804000,789590,False
chr1,233234000,233235000,171152,False
chr11,112580000,112581000,367015,False
chr2,203259000,203260000,1067153,False
chr6,16354000,16355000,1630248,False
chr7,155996000,155997000,1862292,False
chr8,81274000,81275000,1923375,False
chr13,58893000,58894000,519469,False
chr15,94306000,94307000,684495,False
chr9,70100000,70101000,2003556,False
chr17,15942000,15943000,764135,False
chr10,94108000,94109000,255059,False
chr19,3197000,3198000,875129,False
chr5,54218000,54219000,1519353,False
chr11,125149000,125150000,377416,False
chr10,70630000,70631000,235977,False
chr6,84592000,84593000,1679823,False
chr19,41226000,41227000,903792,False
chr6,157922000,157923000,1734933,False
chr9,102499000,102500000,2029352,False
chr5,115078000,115079000,1563990,False
chr5,125331000,125332000,1571606,False
chr3,192202000,192203000,1348818,False
chrX,11790000,11791000,2066455,False
chr15,69122000,69123000,663210,False
chr7,6793000,6794000,1751284,False
chr6,134243000,134244000,1715217,False
chr3,61260000,61261000,1253295,False
chr1,10703000,10704000,8776,False
chr10,52211000,52212000,222856,False
chr8,32326000,32327000,1888834,False
chr11,125742000,125743000,377923,False
chr15,67644000,67645000,661835,False
chr10,23700000,23701000,203588,False
chr5,126511000,126512000,1572500,False
chr6,43887000,43888000,1653872,False
chr1,210193000,210194000,151444,False
chr5,134088000,134089000,1578413,False
chr3,30640000,30641000,1228118,False
chr11,48306000,48307000,322884,False
chr9,87546000,87547000,2016910,False
chr12,13941000,13942000,396912,True
chr10,77158000,77159000,241783,False
chr16,68267000,68268000,732529,False
chr19,34486000,34487000,898091,False
chr12,114665000,114666000,473456,True
chr11,97871000,97872000,356325,False
chr2,161581000,161582000,1035254,False
chr1,27702000,27703000,23614,False
chr7,77590000,77591000,1801193,False
chr3,115387000,115388000,1288155,False
chr3,159115000,159116000,1322997,False
chr13,71799000,71800000,527763,False
chr9,37347000,37348000,1998711,False
chr4,77392000,77393000,1404600,False
chr3,165666000,165667000,1327423,False
chr14,67716000,67717000,595197,False
chr2,106285000,106286000,996275,False
chr5,11365000,11366000,1491341,False
chr4,5167000,5168000,1358409,False
chr2,137210000,137211000,1017717,False
chr7,71840000,71841000,1797005,False
chr7,14251000,14252000,1756415,False
chr5,8516000,8517000,1488995,False
chr11,98385000,98386000,356619,False
chr3,51962000,51963000,1245656,False
chr1,56960000,56961000,48974,False
chr2,2791000,2792000,920391,False
chr4,105837000,105838000,1424512,False
chr7,134253000,134254000,1845092,False
chr17,13154000,13155000,761926,False
chr8,120453000,120454000,1952604,False
chr3,65773000,65774000,1256986,False
chr17,82055000,82056000,816647,False
chr3,72100000,72101000,1261762,False
chr11,74719000,74720000,339571,False
chr3,17618000,17619000,1218958,False
chr3,129346000,129347000,1299297,False
chrX,118976000,118977000,2116903,True
chr10,4411000,4412000,187746,False
chr7,6404000,6405000,1750976,False
chrX,146694000,146695000,2130380,False
chr19,43686000,43687000,905845,False
chr1,81404000,81405000,67941,False
chr6,63442000,63443000,1665999,False
chr12,116276000,116277000,474865,False
chr11,94670000,94671000,354012,False
chr2,70477000,70478000,974114,False
chr2,156329000,156330000,1031002,True
chr17,70974000,70975000,806530,False
chr17,26809000,26810000,769194,False
chr12,78203000,78204000,444592,False
chr6,44695000,44696000,1654621,False
chr3,52720000,52721000,1246345,False
chr22,46262000,46263000,1201508,True
chr18,64889000,64890000,861881,False
chrX,32656000,32657000,2078467,False
chr5,42764000,42765000,1514446,False
chr3,152200000,152201000,1317414,False
chr17,27957000,27958000,770046,False
chr2,203818000,203819000,1067666,False
chr21,39762000,39763000,1169601,False
chr14,81429000,81430000,606652,False
chr5,107492000,107493000,1558423,False
chr14,94570000,94571000,616266,False
chr3,101902000,101903000,1278312,False
chr8,108120000,108121000,1943886,False
chr7,84127000,84128000,1806183,False
chr4,81206000,81207000,1407382,False
chr6,133354000,133355000,1714473,False
chr2,60662000,60663000,965659,False
chr12,109923000,109924000,469251,False
chr22,49883000,49884000,1204505,False
chr2,173546000,173547000,1044499,False
chr15,94261000,94262000,684454,False
chr12,9223000,9224000,393084,False
chr10,93262000,93263000,254315,False
chr13,83898000,83899000,536653,False
chr1,5360000,5361000,3947,False
chr20,57690000,57691000,1143449,False
chr2,85405000,85406000,984197,False
chr3,55664000,55665000,1248791,False
chr1,56783000,56784000,48816,False
chrX,106713000,106714000,2110303,False
chr9,99162000,99163000,2026983,False
chr1,153943000,153944000,105162,False
chr1,182623000,182624000,129137,False
chr15,53431000,53432000,649925,False
chr7,16691000,16692000,1758134,False
chr17,55882000,55883000,793034,False
chr1,242523000,242524000,178933,True
chr13,30785000,30786000,498756,False
chr17,57409000,57410000,794319,False
chr10,16902000,16903000,198142,False
chr1,213138000,213139000,154038,False
chr15,37010000,37011000,636916,False
chr5,153324000,153325000,1594080,False
chr3,184717000,184718000,1342555,False
chr1,41517000,41518000,35849,False
chr10,28962000,28963000,207843,False
chrX,23209000,23210000,2073735,False
chr12,85253000,85254000,449467,False
chr5,136359000,136360000,1580428,False
chr11,68246000,68247000,333847,False
chr9,88081000,88082000,2017372,False
chr12,52954000,52955000,424902,False
chr1,98064000,98065000,81340,False
chr8,92798000,92799000,1931085,False
chr3,53185000,53186000,1246760,False
chr4,23885000,23886000,1371366,False
chr8,25220000,25221000,1882987,False
chr12,76695000,76696000,443445,False
chr5,80170000,80171000,1539334,False
chr4,150695000,150696000,1455085,False
chr20,3240000,3241000,1101349,True
chr13,78788000,78789000,533242,False
chr14,99593000,99594000,620400,False
chr2,239214000,239215000,1095978,False
chr12,76748000,76749000,443492,False
chr13,45713000,45714000,510692,False
chr6,140027000,140028000,1720350,False
chr10,59582000,59583000,227383,False
chr2,36480000,36481000,946919,False
chr22,44986000,44987000,1200326,False
chr13,19329000,19330000,489531,False
chr6,31167000,31168000,1642484,False
chr18,35476000,35477000,840357,False
chr1,85966000,85967000,71499,False
chr1,220748000,220749000,160103,True
chr21,35536000,35537000,1165800,False
chr17,17524000,17525000,765469,False
chr9,98570000,98571000,2026444,False
chr19,4064000,4065000,875939,False
chr12,48980000,48981000,421272,True
chr3,39964000,39965000,1235481,False
chr20,25227000,25228000,1118778,False
chr3,29245000,29246000,1227026,False
chr8,101901000,101902000,1938955,False
chr1,27461000,27462000,23386,False
chr4,101810000,101811000,1421842,False
chr10,75812000,75813000,240722,False
chr9,79248000,79249000,2010494,False
chr9,126614000,126615000,2048593,True
chr17,42800000,42801000,782644,False
chr6,99771000,99772000,1689517,False
chr12,132708000,132709000,488672,False
chrX,113384000,113385000,2114092,False
chr20,53345000,53346000,1139921,False
chr14,24429000,24430000,563650,True
chr18,12007000,12008000,827103,False
chr11,57911000,57912000,325187,False
chr2,205017000,205018000,1068600,False
chr2,85602000,85603000,984383,False
chr2,23399000,23400000,936176,False
chr13,31811000,31812000,499586,False
chr1,98660000,98661000,81769,False
chr4,95182000,95183000,1417473,False
chr8,103759000,103760000,1940562,False
chr9,66696000,66697000,2001893,False
chr9,41293000,41294000,2000527,False
chr3,165918000,165919000,1327585,False
chr8,9863000,9864000,1871473,False
chr1,244643000,244644000,180665,False
chr7,142000000,142001000,1851663,False
chr7,150170000,150171000,1857492,False
chr6,2689000,2690000,1618125,False
chr14,32756000,32757000,569258,False
chr16,63851000,63852000,729058,False
chr1,179019000,179020000,126020,False
chr5,97915000,97916000,1552273,False
chr3,83943000,83944000,1269201,False
chr3,112001000,112002000,1285437,False
chr10,122575000,122576000,278020,False
chr9,113709000,113710000,2038128,False
chr1,206046000,206047000,147939,False
chr8,47968000,47969000,1898471,False
chr1,206535000,206536000,148289,False
chr7,131607000,131608000,1842769,False
chr1,8737000,8738000,6982,False
chr8,60725000,60726000,1908008,False
chr1,113666000,113667000,92626,False
chr4,89241000,89242000,1413714,False
chr19,37761000,37762000,900721,False
chr7,110684000,110685000,1826682,False
chr7,36556000,36557000,1774654,False
chr12,56292000,56293000,427697,False
chr3,195956000,195957000,1351986,False
chr2,144654000,144655000,1022737,False
chr2,66577000,66578000,970817,True
chr22,43247000,43248000,1198814,False
chr6,154866000,154867000,1732316,False
chr16,23615000,23616000,709060,False
chr15,82187000,82188000,674766,False
chr9,93547000,93548000,2022091,False
chr7,49354000,49355000,1785134,False
chr20,18397000,18398000,1113185,False
chr22,24043000,24044000,1181941,False
chr8,111060000,111061000,1945932,False
chr3,78204000,78205000,1265877,False
chr5,69423000,69424000,1531524,False
chr7,124031000,124032000,1836759,False
chr11,79594000,79595000,343955,False
chr17,66654000,66655000,802772,False
